cbsa,city,state
13620,PITTSBURG,NH
12100,MARGATE CITY,NJ
12940,BATON ROUGE,LA
45620,THOMASVILLE,GA
11740,JEROMESVILLE,OH
49260,GAGE,OK
20020,HEADLAND,AL
48900,CAROLINA BEACH,NC
10500,DAWSON,GA
29340,WESTLAKE,LA
49340,LEOMINSTER,MA
43340,SHREVEPORT,LA
24380,MILAN,NM
27140,RIDGELAND,MS
20980,JUNCTION CITY,AR
22300,FOSTORIA,OH
35840,PALMETTO,FL
45500,DE KALB,TX
38860,BIDDEFORD,ME
25740,CLANCY,MT
12540,RIDGECREST,CA
14260,EAGLE,ID
35020,NATCHEZ,MS
43140,GROVER,NC
18660,CINCINNATUS,NY
13420,BLACKDUCK,MN
10900,EASTON,PA
41980,SAN JUAN,PR
39740,READING,PA
24380,SAN RAFAEL,NM
31420,GRAY,GA
29180,ABBEVILLE,LA
47700,WINONA LAKE,IN
37100,THOUSAND OAKS,CA
13660,REMUS,MI
10460,LA LUZ,NM
49660,WARREN,OH
46140,TULSA,OK
45780,TOLEDO,OH
19620,DEL RIO,TX
29780,PECOS,NM
31180,LUBBOCK,TX
15940,CANTON,OH
22780,CROCKER,MO
12780,BARTLESVILLE,OK
36580,RICHFIELD SPRINGS,NY
18700,CORVALLIS,OR
37100,NEWBURY PARK,CA
10100,ABERDEEN,SD
25060,BILOXI,MS
22260,NEW YORK MILLS,MN
10300,HUDSON,MI
34500,WOODLAWN,IL
47920,BLOOMINGBURG,OH
43020,CECIL,WI
32900,WINTON,CA
25180,MARTINSBURG,WV
31540,MIDDLETON,WI
45820,TOPEKA,KS
19780,DES MOINES,IA
35100,VANCEBORO,NC
32780,WHITE CITY,OR
32540,KREBS,OK
15540,MILTON,VT
16700,MONCKS CORNER,SC
39020,MINFORD,OH
45520,DUFUR,OR
31220,CUSTER,MI
13540,NORTH BENNINGTON,VT
29060,CENTER BARNSTEAD,NH
39740,READING,PA
40380,WEBSTER,NY
26380,GRAY,LA
18180,NEW LONDON,NH
33860,PRATTVILLE,AL
23420,CLOVIS,CA
24260,GRAND ISLAND,NE
41540,SEAFORD,DE
14780,CHAPPELL HILL,TX
41460,MINNEAPOLIS,KS
16620,CHARLESTON,WV
42460,FLAT ROCK,AL
11260,ANCHORAGE,AK
22540,WAUPUN,WI
25060,BAY SAINT LOUIS,MS
41660,GOODFELLOW AFB,TX
33020,CENTRALIA,MO
44300,PHILIPSBURG,PA
32280,MC KENZIE,TN
30700,LINCOLN,NE
25940,BEAUFORT,SC
45980,GOSHEN,AL
42420,MORRILL,NE
40300,STILLMAN VALLEY,IL
47820,AURORA,NC
22420,SWARTZ CREEK,MI
16700,CHARLESTON,SC
13220,BECKLEY,WV
44700,STOCKTON,CA
11640,BAJADERO,PR
45380,ASSUMPTION,IL
12940,PRAIRIEVILLE,LA
43760,SOULSBYVILLE,CA
25620,COLLINS,MS
24700,SAINT PAUL,IN
37860,MILTON,FL
32740,SAEGERTOWN,PA
36580,OTEGO,NY
12620,ORONO,ME
45940,TRENTON,NJ
15380,BUFFALO,NY
49380,RUSHMORE,MN
38940,FORT PIERCE,FL
27140,CANTON,MS
40620,NEWBURG,MO
12220,SALEM,AL
40700,REEDSPORT,OR
31300,ROWLAND,NC
25460,LEAD HILL,AR
34940,NAPLES,FL
16460,ODIN,IL
25540,BRISTOL,CT
45460,ROCKVILLE,IN
25740,HELENA,MT
29780,MORA,NM
24820,BRADFORD,OH
24020,GRANVILLE,NY
17060,BAINBRIDGE,OH
39860,GOODHUE,MN
22900,ALMA,AR
16860,CHATTANOOGA,TN
17900,COLUMBIA,SC
20180,HOUTZDALE,PA
25260,ARMONA,CA
34350,SWITZER,WV
26740,SOUTH HUTCHINSON,KS
29180,BREAUX BRIDGE,LA
31300,LUMBERTON,NC
30100,WHITE RIVER JUNCTION,VT
42340,RINCON,GA
21580,HERNANDEZ,NM
19300,GULF SHORES,AL
38740,WAPPAPELLO,MO
11620,ARDMORE,OK
33660,MOBILE,AL
25980,HINESVILLE,GA
30260,MILLMONT,PA
28940,KNOXVILLE,TN
23660,GALESBURG,IL
20500,DURHAM,NC
33740,FARMERVILLE,LA
44700,STOCKTON,CA
34350,MAN,WV
13500,CLIO,SC
38740,ELLSINORE,MO
10760,SYLACAUGA,AL
22900,GREENWOOD,AR
29780,ROCIADA,NM
30380,BURNHAM,PA
24060,GLENWOOD SPRINGS,CO
35660,NEW BUFFALO,MI
10740,ALBUQUERQUE,NM
23540,ALACHUA,FL
38240,VASS,NC
40260,GARYSBURG,NC
11700,CANDLER,NC
11940,ATHENS,TN
12380,GRAND MEADOW,MN
27140,JACKSON,MS
48180,PATTERSON,GA
16700,CHARLESTON,SC
45860,TERRYVILLE,CT
49620,YORK,PA
42540,HAZLETON,PA
35940,MONROEVILLE,OH
30340,SABATTUS,ME
30780,JACKSONVILLE,AR
31340,LYNCHBURG,VA
43020,TIGERTON,WI
24660,REIDSVILLE,NC
43380,JACKSON CENTER,OH
19340,DAVENPORT,IA
44620,AMHERST,WI
24340,GRAND RAPIDS,MI
29860,HEIDELBERG,MS
33660,SEMMES,AL
41420,SALEM,OR
38260,ARMA,KS
28260,GIBBON,NE
10300,MANITOU BEACH,MI
13100,ADAMS,NE
27600,NICHOLSON,GA
10740,ALBUQUERQUE,NM
37540,HENRY,TN
42700,SEBRING,FL
38100,LUMBERTON,MS
13540,SHAFTSBURY,VT
20020,SLOCOMB,AL
18180,BOW,NH
45520,MAUPIN,OR
11500,OHATCHEE,AL
37940,KOKOMO,IN
35980,OLD LYME,CT
35420,DENNISON,OH
28300,HINSDALE,NH
49300,DALTON,OH
49340,FITCHBURG,MA
36340,TITUSVILLE,PA
23620,WHITESBORO,TX
36260,KAYSVILLE,UT
29860,BAY SPRINGS,MS
23420,CLOVIS,CA
45380,KINCAID,IL
21740,MOUNTAIN VIEW,WY
45780,MAUMEE,OH
19780,WEST DES MOINES,IA
39660,RAPID CITY,SD
37860,PENSACOLA,FL
43760,MI WUK VILLAGE,CA
24220,GRAND FORKS,ND
36220,ODESSA,TX
37100,OXNARD,CA
27530,JASPER,AL
45780,SYLVANIA,OH
19260,HURT,VA
12680,BOSTON,KY
31180,LUBBOCK,TX
33860,MONTGOMERY,AL
19260,RINGGOLD,VA
17380,BOYLE,MS
37340,PALM BAY,FL
17260,LYON,MS
21140,MIDDLEBURY,IN
22620,HUGHES,AR
34820,MURRELLS INLET,SC
23420,CLOVIS,CA
43780,SOUTH BEND,IN
36460,RANDOLPH,NY
19780,DES MOINES,IA
32020,PROSPECT,OH
15980,ESTERO,FL
15460,OQUAWKA,IL
35420,STRASBURG,OH
21140,BRISTOL,IN
34100,WHITE PINE,TN
38940,FORT PIERCE,FL
35900,HAYS,NC
43740,FRIEDENS,PA
37100,CAMARILLO,CA
13340,DE GRAFF,OH
46180,BALDWYN,MS
42300,DRUMMOND ISLAND,MI
46520,KAILUA,HI
18980,CRANE HILL,AL
10140,COSMOPOLIS,WA
45860,LITCHFIELD,CT
21780,EVANSVILLE,IN
15140,BELLS,TN
47020,GOLIAD,TX
32780,TALENT,OR
46060,TUCSON,AZ
16460,IUKA,IL
48620,WICHITA,KS
10660,ALDEN,MN
43220,UNION,WA
15940,LOUISVILLE,OH
24020,GREENWICH,NY
47620,CLARENDON,PA
21660,COTTAGE GROVE,OR
16460,SANDOVAL,IL
16220,CASPER,WY
34820,SOUTHPORT,NC
43940,WHITEWOOD,SD
14260,BOISE,ID
27300,WAVERLY,IL
23300,DAVIS,IL
46520,HONOLULU,HI
15980,FORT MYERS,FL
15020,BROOKHAVEN,MS
10420,AKRON,OH
15980,CAPE CORAL,FL
12700,SOUTH YARMOUTH,MA
32620,OSYKA,MS
14660,CROSSLAKE,MN
35420,SUGARCREEK,OH
27780,PORTAGE,PA
20500,HILLSBOROUGH,NC
21140,NAPPANEE,IN
15660,ADAIRSVILLE,GA
16380,MARIA STEIN,OH
47460,BURBANK,WA
42220,HEALDSBURG,CA
22860,LEESVILLE,LA
26140,DUNNELLON,FL
19660,NEW SMYRNA BEACH,FL
10220,STONEWALL,OK
12260,AUGUSTA,GA
35140,LITTLE MOUNTAIN,SC
37260,PALATKA,FL
44780,MENDON,MI
13140,ORANGE,TX
37140,KEVIL,KY
48540,BRIDGEPORT,OH
45780,TOLEDO,OH
45140,TAHLEQUAH,OK
10420,RAVENNA,OH
39060,ORWIGSBURG,PA
20460,COLBERT,OK
41060,SAINT CLOUD,MN
34500,BLUFORD,IL
44700,STOCKTON,CA
30380,MC CLURE,PA
38860,SOUTH PORTLAND,ME
37340,PALM BAY,FL
27140,PEARL,MS
47940,EVANSDALE,IA
14260,BOISE,ID
46520,HONOLULU,HI
26860,CLYMER,PA
18660,MC GRAW,NY
15740,SENECAVILLE,OH
27530,CARBON HILL,AL
20100,CLAYTON,DE
24060,SILT,CO
15460,MEDIAPOLIS,IA
10900,BETHLEHEM,PA
46520,HONOLULU,HI
45180,ALPINE,AL
39580,WAKE FOREST,NC
22420,CLIO,MI
12100,EGG HARBOR CITY,NJ
33700,PATTERSON,CA
18100,HUMPHREY,NE
14300,TELEPHONE,TX
17820,COLORADO SPRINGS,CO
45220,TALLAHASSEE,FL
39460,PLACIDA,FL
27260,JACKSONVILLE,FL
12180,PORT BYRON,NY
11740,PERRYSVILLE,OH
23780,HOLCOMB,KS
27860,HARRISBURG,AR
48260,NEW CUMBERLAND,WV
41260,WEEDVILLE,PA
38820,FORKS,WA
17300,CADIZ,KY
24620,GREENEVILLE,TN
13940,FIRTH,ID
12940,BATON ROUGE,LA
19430,TROY,OH
38860,BRUNSWICK,ME
29300,WEST POINT,GA
43060,SHAWNEE,OK
43320,HEBER,AZ
34260,LAKEVIEW,AR
23180,FRANKFORT,KY
30820,AVIS,PA
43420,BISBEE,AZ
20820,BEECHER CITY,IL
46220,COTTONDALE,AL
39580,RALEIGH,NC
10420,CUYAHOGA FALLS,OH
17820,COLORADO SPRINGS,CO
16500,ONALASKA,WA
10900,BETHLEHEM,PA
27300,JACKSONVILLE,IL
24340,HOLLAND,MI
40740,DEXTER,NM
16620,CHARLESTON,WV
18880,FREEPORT,FL
35740,STANTON,NE
48620,WICHITA,KS
45940,PRINCETON JUNCTION,NJ
30220,LUBBOCK,TX
19300,ROBERTSDALE,AL
12540,TEHACHAPI,CA
20500,CHAPEL HILL,NC
13620,MILAN,NH
24860,TAYLORS,SC
19660,PORT ORANGE,FL
32500,DOVER,KY
38700,FLANAGAN,IL
34940,NAPLES,FL
43220,GRAPEVIEW,WA
30780,CABOT,AR
44060,SPOKANE,WA
43980,EVERLY,IA
26580,HUNTINGTON,WV
12900,BATESVILLE,AR
17820,COLORADO SPRINGS,CO
49060,UDALL,KS
12460,ATTAPULGUS,GA
32580,ALAMO,TX
18580,PORTLAND,TX
27860,JONESBORO,AR
36460,CATTARAUGUS,NY
49420,GRANDVIEW,WA
30780,CONWAY,AR
46500,CABLE,OH
22100,BISMARCK,MO
26500,PETERSBURG,PA
45540,WEBSTER,FL
24860,ANDERSON,SC
14260,CALDWELL,ID
34300,GLENNS FERRY,ID
48500,PHEBA,MS
10220,ALLEN,OK
42460,DUTTON,AL
10100,GROTON,SD
43340,HAUGHTON,LA
40420,ROCKFORD,IL
18880,DEFUNIAK SPRINGS,FL
37100,THOUSAND OAKS,CA
42340,GUYTON,GA
40060,RICHMOND,VA
35440,OTIS,OR
34940,IMMOKALEE,FL
34940,NAPLES,FL
16700,JOHNS ISLAND,SC
44300,PORT MATILDA,PA
19140,COHUTTA,GA
34820,MYRTLE BEACH,SC
12300,WINTHROP,ME
36100,OCALA,FL
14300,IVANHOE,TX
16620,DUNBAR,WV
36100,BELLEVIEW,FL
10180,CLYDE,TX
25700,VICTORIA,KS
14740,KINGSTON,WA
35300,MERIDEN,CT
44700,STOCKTON,CA
10760,KELLYTON,AL
28820,DEEP RUN,NC
23420,FRESNO,CA
29460,AUBURNDALE,FL
29860,MOSELLE,MS
28860,LANCASTER,MO
23380,WOODVILLE,OH
41500,SALINAS,CA
11700,WEAVERVILLE,NC
36100,OCALA,FL
40980,BIRCH RUN,MI
36700,ORANGEBURG,SC
18300,LAKESIDE,OR
22840,VALLEY HEAD,AL
48260,MINGO JUNCTION,OH
48260,CHESTER,WV
44140,CHICOPEE,MA
43140,SHELBY,NC
28060,KALISPELL,MT
11700,ASHEVILLE,NC
21500,NORTH EAST,PA
30700,LINCOLN,NE
36700,NORTH,SC
44300,BOALSBURG,PA
30100,SPRINGFIELD,VT
17020,GRIDLEY,CA
39460,PORT CHARLOTTE,FL
32940,COLLINSVILLE,MS
29740,SANTA TERESA,NM
43580,SERGEANT BLUFF,IA
43780,DOWAGIAC,MI
44860,COMO,TX
32460,BOAZ,KY
39060,MAHANOY CITY,PA
38420,MUSCODA,WI
15940,MASSILLON,OH
35440,YACHATS,OR
20940,THERMAL,CA
37340,SATELLITE BEACH,FL
42220,SANTA ROSA,CA
12700,HARWICH,MA
17780,CALDWELL,TX
14100,BENTON,PA
20260,VIRGINIA,MN
25060,GULFPORT,MS
23060,FORT WAYNE,IN
29780,CONCHAS DAM,NM
18700,CORVALLIS,OR
49340,WORCESTER,MA
19660,DAYTONA BEACH,FL
34860,GARRISON,TX
44580,ERIE,IL
40980,FRANKENMUTH,MI
28820,PINK HILL,NC
26620,HARVEST,AL
30020,ELGIN,OK
39460,PORT CHARLOTTE,FL
14580,THREE FORKS,MT
32140,BALATON,MN
19430,MIAMISBURG,OH
14500,BOULDER,CO
24900,VAIDEN,MS
11420,PLEASANT LAKE,IN
43620,SIOUX FALLS,SD
48780,TIOGA,ND
42200,SANTA BARBARA,CA
45380,MORRISONVILLE,IL
24860,GREENVILLE,SC
17300,FORT CAMPBELL,KY
12100,SOMERS POINT,NJ
49180,WINSTON SALEM,NC
31540,MADISON,WI
11700,HENDERSONVILLE,NC
13820,BIRMINGHAM,AL
32780,ROGUE RIVER,OR
26260,EMMET,AR
28700,BLOUNTVILLE,TN
14860,SHELTON,CT
29460,LAKELAND,FL
22180,FAYETTEVILLE,NC
42380,ROME,PA
14860,BRIDGEPORT,CT
20180,MORRISDALE,PA
10780,BALL,LA
19430,XENIA,OH
23820,GENOA,NV
48300,MANSON,WA
15380,LOCKPORT,NY
14220,BOGALUSA,LA
25900,KAILUA KONA,HI
32580,SAN JUAN,TX
26940,INVERNESS,MS
26780,SILVER LAKE,MN
13140,SILSBEE,TX
39740,KUTZTOWN,PA
18420,GLEN,MS
25420,SHIPPENSBURG,PA
11640,ARECIBO,PR
49180,WINSTON SALEM,NC
38940,PORT SAINT LUCIE,FL
29460,WINTER HAVEN,FL
46860,ROOSEVELT,UT
25060,LONG BEACH,MS
44140,WEST SPRINGFIELD,MA
11740,WEST SALEM,OH
46020,AUBURN,CA
48620,DERBY,KS
35060,NATCHITOCHES,LA
44540,FLEMING,CO
16700,LADSON,SC
29620,OKEMOS,MI
31700,MILFORD,NH
23980,SUMMER SHADE,KY
42540,SCRANTON,PA
31700,NASHUA,NH
14260,NAMPA,ID
17420,CHARLESTON,TN
25300,PERRY,MO
24780,FARMVILLE,NC
14260,GARDEN CITY,ID
42020,MORRO BAY,CA
33260,ODESSA,TX
15940,CANTON,OH
12700,FALMOUTH,MA
48580,FONTANA,WI
11140,PLAINS,GA
45220,TALLAHASSEE,FL
33020,LADDONIA,MO
25420,HARRISBURG,PA
44860,PICKTON,TX
46140,OWASSO,OK
19660,DAYTONA BEACH,FL
12700,WEST YARMOUTH,MA
21640,LOUISVILLE,AL
33620,CLARK,MO
48220,THOMAS,OK
33580,ALEXANDRIA,SD
49100,MINNESOTA CITY,MN
29020,RUSSIAVILLE,IN
24060,SNOWMASS VILLAGE,CO
41420,SILVERTON,OR
18420,WALNUT,MS
19660,DELTONA,FL
20740,BLOOMER,WI
30340,POLAND,ME
16580,SAVOY,IL
42900,GENEVA,NY
11100,AMARILLO,TX
45060,LIVERPOOL,NY
11700,ASHEVILLE,NC
10180,DYESS AFB,TX
22380,MUNDS PARK,AZ
27460,LAKEWOOD,NY
40300,FORRESTON,IL
30780,LITTLE ROCK,AR
19580,SHERWOOD,OH
12460,BRINSON,GA
46520,AIEA,HI
23540,TRENTON,FL
34900,YOUNTVILLE,CA
21820,EIELSON AFB,AK
38340,LENOX,MA
41400,LEETONIA,OH
37900,MORTON,IL
19780,URBANDALE,IA
49180,CLEMMONS,NC
16820,CROZET,VA
10420,AKRON,OH
41500,GREENFIELD,CA
43100,OOSTBURG,WI
43740,STOYSTOWN,PA
48580,WILLIAMS BAY,WI
15980,FORT MYERS,FL
16820,RUCKERSVILLE,VA
49660,YOUNGSTOWN,OH
19860,BELFIELD,ND
14140,CEDAR BLUFF,VA
44180,SPRINGFIELD,MO
34350,WHITMAN,WV
26940,MOORHEAD,MS
22220,BENTONVILLE,AR
30060,CONWAY,MO
29460,KISSIMMEE,FL
46660,LAKELAND,GA
39460,PUNTA GORDA,FL
43740,CENTRAL CITY,PA
38580,PATRIOT,OH
31620,TAYLOR,AR
29420,GOLDEN VALLEY,AZ
29460,LAKELAND,FL
47620,PITTSFIELD,PA
46520,KAPOLEI,HI
20940,HOLTVILLE,CA
46520,HONOLULU,HI
37900,PEORIA,IL
28660,GATESVILLE,TX
16860,SODDY DAISY,TN
34060,KINGWOOD,WV
41620,HERRIMAN,UT
29740,LAS CRUCES,NM
12740,WAITSFIELD,VT
34140,POTLATCH,ID
12100,ABSECON,NJ
37500,PARAGOULD,AR
15500,HAW RIVER,NC
38940,HOBE SOUND,FL
25180,MARTINSBURG,WV
34380,MOUNT PLEASANT,MI
28700,KINGSPORT,TN
35020,WASHINGTON,MS
16860,CHATTANOOGA,TN
12020,BOGART,GA
41780,SANDUSKY,OH
36500,ROCHESTER,WA
32020,CALEDONIA,OH
25220,INDEPENDENCE,LA
13180,FOX LAKE,WI
42300,RUDYARD,MI
40420,ROCKFORD,IL
28740,WALLKILL,NY
20260,DULUTH,MN
30980,HENDERSON,TX
32340,BURLINGTON JUNCTION,MO
25940,HARDEEVILLE,SC
30620,BLUFFTON,OH
24380,BLUEWATER,NM
26620,MADISON,AL
17780,COLLEGE STATION,TX
26620,ATHENS,AL
24330,BIGFORK,MN
17900,IRMO,SC
28180,HANALEI,HI
26980,TIFFIN,IA
17900,COLUMBIA,SC
43900,MOORE,SC
49660,NILES,OH
49780,ZANESVILLE,OH
26460,GHENT,NY
33380,HEFLIN,LA
18380,ARABI,GA
21340,EL PASO,TX
31540,VERONA,WI
10940,ASHLEY,MI
35740,NORFOLK,NE
39150,SEDONA,AZ
13180,LOMIRA,WI
43420,SIERRA VISTA,AZ
18980,BREMEN,AL
17820,COLORADO SPRINGS,CO
29620,HOLT,MI
35300,NEW HAVEN,CT
11100,AMARILLO,TX
38340,PITTSFIELD,MA
16860,CHATTANOOGA,TN
45220,QUINCY,FL
20220,PEOSTA,IA
49780,NEW CONCORD,OH
34180,SOAP LAKE,WA
25220,LORANGER,LA
25880,PITTSFORD,MI
47620,SHEFFIELD,PA
10740,LOS LUNAS,NM
38700,CHATSWORTH,IL
22260,OTTERTAIL,MN
44700,STOCKTON,CA
44700,LODI,CA
20460,BOKCHITO,OK
20460,CADDO,OK
47700,MILFORD,IN
19780,DES MOINES,IA
39860,LAKE CITY,MN
30820,BEECH CREEK,PA
39340,OREM,UT
19460,TOWN CREEK,AL
27140,JACKSON,MS
13140,BEAUMONT,TX
10760,ALEXANDER CITY,AL
42020,GROVER BEACH,CA
21500,ERIE,PA
39540,UNION GROVE,WI
28380,CLARKTON,MO
10460,MESCALERO,NM
28860,NOVINGER,MO
46060,TUCSON,AZ
43900,CHESNEE,SC
39340,PAYSON,UT
43700,BRONSTON,KY
32460,SYMSONIA,KY
32700,CANTON,KS
33860,MONTGOMERY,AL
37940,DENVER,IN
39660,BLACK HAWK,SD
34820,MYRTLE BEACH,SC
16700,MOUNT PLEASANT,SC
36660,CHURCH POINT,LA
29620,LANSING,MI
21860,GRANADA,MN
40820,SIMSBORO,LA
44220,ENON,OH
28420,PROSSER,WA
12940,BATON ROUGE,LA
15940,CANTON,OH
22900,FORT SMITH,AR
34980,ANTIOCH,TN
16700,CHARLESTON,SC
31180,LUBBOCK,TX
10300,CLINTON,MI
22900,MULDROW,OK
38340,LEE,MA
15740,LORE CITY,OH
19760,SINGER,LA
17420,BENTON,TN
20700,KUNKLETOWN,PA
30980,GLADEWATER,TX
14020,ELLETTSVILLE,IN
30340,TURNER,ME
13660,RODNEY,MI
33140,WESTVILLE,IN
39060,FRACKVILLE,PA
46060,TUCSON,AZ
20060,AMBROSE,GA
42780,BEAVER SPRINGS,PA
27530,EMPIRE,AL
29420,BULLHEAD CITY,AZ
16500,TOLEDO,WA
38740,POPLAR BLUFF,MO
19940,FRANKLIN GROVE,IL
10740,ALBUQUERQUE,NM
41060,COLD SPRING,MN
16460,KINMUNDY,IL
49100,LEWISTON,MN
28700,CHURCH HILL,TN
44780,CENTREVILLE,MI
29540,MANHEIM,PA
27140,JACKSON,MS
36980,UTICA,KY
21340,EL PASO,TX
43340,SHREVEPORT,LA
25460,JASPER,AR
41620,SALT LAKE CITY,UT
36260,OGDEN,UT
35820,SUTHERLAND,NE
36220,ODESSA,TX
30780,SHERWOOD,AR
38700,FORREST,IL
15980,FORT MYERS,FL
39940,SUGAR CITY,ID
28100,SAINT ANNE,IL
13140,GROVES,TX
19780,ANKENY,IA
15540,WINOOSKI,VT
10860,SANDIA,TX
17420,MC DONALD,TN
33660,MOBILE,AL
36980,PHILPOT,KY
17900,COLUMBIA,SC
27460,WESTFIELD,NY
12940,BATON ROUGE,LA
46220,NORTHPORT,AL
49660,CANFIELD,OH
35300,BRANFORD,CT
21340,EL PASO,TX
29740,ANTHONY,NM
33700,RIVERBANK,CA
42740,LA MONTE,MO
36260,BRIGHAM CITY,UT
36780,OMRO,WI
15780,STEPHENS,AR
41660,SAN ANGELO,TX
28340,CROMWELL,IN
29180,BROUSSARD,LA
19430,DAYTON,OH
20940,EL CENTRO,CA
43900,LYMAN,SC
25060,VANCLEAVE,MS
45940,TRENTON,NJ
43420,HUACHUCA CITY,AZ
13300,SKIDMORE,TX
39020,FRANKLIN FURNACE,OH
25840,STANFIELD,OR
21300,PINE CITY,NY
22500,EFFINGHAM,SC
11740,SULLIVAN,OH
37660,EDNA,KS
27660,ELTON,LA
37460,PANAMA CITY,FL
31260,POLLOK,TX
49660,WARREN,OH
40660,LINDALE,GA
34660,ALMO,KY
20260,DULUTH,MN
37300,TENNESSEE COLONY,TX
19780,WAUKEE,IA
13140,BEAUMONT,TX
23460,ALTOONA,AL
16020,CAIRO,IL
24020,FORT EDWARD,NY
10700,UNION GROVE,AL
44540,MERINO,CO
23540,GAINESVILLE,FL
27780,JOHNSTOWN,PA
18500,WAYLAND,NY
43380,BOTKINS,OH
30020,LAWTON,OK
33860,MILLBROOK,AL
22860,PITKIN,LA
31540,MADISON,WI
15540,SHELBURNE,VT
41060,SAINT JOSEPH,MN
19940,ASHTON,IL
14700,ROCKAWAY BEACH,MO
12420,PFLUGERVILLE,TX
42020,LOS OSOS,CA
25540,MIDDLETOWN,CT
45940,ROBBINSVILLE,NJ
14380,DEEP GAP,NC
47700,CLAYPOOL,IN
49780,DRESDEN,OH
19220,JUNCTION CITY,KY
43340,SHREVEPORT,LA
26380,CUT OFF,LA
44260,MABEN,MS
28740,ELLENVILLE,NY
46340,TYLER,TX
28940,KNOXVILLE,TN
26140,HOMOSASSA SPRINGS,FL
30340,LISBON FALLS,ME
35860,COMMISKEY,IN
21780,BOONVILLE,IN
19660,DELAND,FL
46820,WAKONDA,SD
12180,CATO,NY
10300,MORENCI,MI
48460,POMONA,MO
46460,KENTON,TN
16700,CHARLESTON,SC
35460,BYBEE,TN
23060,FORT WAYNE,IN
10740,RIO RANCHO,NM
38240,CAMERON,NC
11700,CANTON,NC
32940,DE KALB,MS
38420,CASSVILLE,WI
40700,OAKLAND,OR
15940,CANTON,OH
12620,MILLINOCKET,ME
27060,LANSING,NY
10140,MCCLEARY,WA
48700,COGAN STATION,PA
36700,CORDOVA,SC
22800,DONNELLSON,IA
31930,NEW MATAMORAS,OH
16620,RIPLEY,WV
27860,BROOKLAND,AR
17820,COLORADO SPRINGS,CO
26140,DUNNELLON,FL
43500,ARENAS VALLEY,NM
25420,MIDDLETOWN,PA
46060,TUCSON,AZ
11260,ANCHORAGE,AK
44100,SPRINGFIELD,IL
21780,MOUNT VERNON,IN
27600,ATHENS,GA
22280,CARSON CITY,NV
17380,ROSEDALE,MS
27530,OAKMAN,AL
44700,TRACY,CA
45780,TOLEDO,OH
29540,MOUNT JOY,PA
40220,ROANOKE,VA
47820,BLOUNTS CREEK,NC
24340,GRAND RAPIDS,MI
29060,ALTON,NH
39820,REDDING,CA
12380,LE ROY,MN
22180,FAYETTEVILLE,NC
22500,DARLINGTON,SC
21500,ERIE,PA
46380,LAYTONVILLE,CA
46060,TUCSON,AZ
44060,SPOKANE,WA
39580,RALEIGH,NC
12620,LINCOLN,ME
20500,PITTSBORO,NC
10780,DEVILLE,LA
42020,PISMO BEACH,CA
32900,GUSTINE,CA
31930,LOWELL,OH
24820,NEW MADISON,OH
41780,CASTALIA,OH
28500,CENTER POINT,TX
12540,BAKERSFIELD,CA
25620,LUMBERTON,MS
16660,TOLEDO,IL
42300,PICKFORD,MI
15740,QUAKER CITY,OH
11060,BLAIR,OK
40580,BATTLEBORO,NC
15980,NORTH FORT MYERS,FL
24420,GRANTS PASS,OR
42200,CARPINTERIA,CA
27140,JACKSON,MS
31500,DEPUTY,IN
44980,KULPMONT,PA
16660,NEOGA,IL
31140,JEFFERSONVILLE,IN
20940,WINTERHAVEN,CA
22220,SILOAM SPRINGS,AR
30700,LINCOLN,NE
28260,RAVENNA,NE
33420,SANTO,TX
20660,CORDOVA,MD
45860,THOMASTON,CT
42460,HOLLYWOOD,AL
46060,TUCSON,AZ
49740,YUMA,AZ
23340,SCRIBNER,NE
35980,PAWCATUCK,CT
31980,JONESBORO,IN
49380,BREWSTER,MN
23060,NEW HAVEN,IN
46520,WAIANAE,HI
31140,NEW ALBANY,IN
37740,TONTO BASIN,AZ
27140,CLINTON,MS
46520,HONOLULU,HI
47660,CENTERVIEW,MO
43020,CLINTONVILLE,WI
45900,INTERLOCHEN,MI
40060,MIDLOTHIAN,VA
10900,PHILLIPSBURG,NJ
31260,ZAVALLA,TX
31420,LIZELLA,GA
41620,TOOELE,UT
24540,FORT LUPTON,CO
39780,GERBER,CA
48140,ATHENS,WI
27530,DORA,AL
39020,MC DERMOTT,OH
30420,OVERTON,NE
45900,WILLIAMSBURG,MI
49420,TOPPENISH,WA
13020,KAWKAWLIN,MI
40260,HALIFAX,NC
11640,ARECIBO,PR
11020,MARTINSBURG,PA
44060,SPOKANE,WA
46340,TYLER,TX
35840,SARASOTA,FL
12700,SANDWICH,MA
22140,KIRTLAND,NM
41620,MIDVALE,UT
43780,SOUTH BEND,IN
42620,KENSETT,AR
33380,SHONGALOO,LA
49620,DILLSBURG,PA
24020,WHITEHALL,NY
29060,SANBORNTON,NH
20900,LOUISE,TX
21660,EUGENE,OR
43020,GRESHAM,WI
26340,ATLANTIC MINE,MI
21780,EVANSVILLE,IN
11780,ANDOVER,OH
27460,SILVER CREEK,NY
37940,MACY,IN
39580,GARNER,NC
12700,CENTERVILLE,MA
41220,WAVERLY,GA
12940,BATON ROUGE,LA
31660,ROOSEVELTOWN,NY
36460,GOWANDA,NY
21500,WATERFORD,PA
24100,NORTHVILLE,NY
33780,ERIE,MI
24300,GRAND JUNCTION,CO
49340,SHREWSBURY,MA
45780,TOLEDO,OH
20180,PHILIPSBURG,PA
49180,MOCKSVILLE,NC
29180,CROWLEY,LA
28940,KNOXVILLE,TN
